student_id,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status
187,8.07,7.96,8.0,Stable,18,17,126,125,99.21,7.07,40,79.41,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
188,7.04,7.3,7.2,Stable,20,17,160,139,86.88,6.91,38,66.79,Low,2025-07-28,1,On Time,1,0,1,8,0,0,Good,No
189,7.37,6.2,6.67,Improving,18,16,144,135,93.75,6.85,40,83.93,Low,2025-07-28,1,On Time,1,0,1,8,0,0,Average,No
190,6.44,7.94,7.34,Declining,20,16,160,133,83.12,7.17,42,85.26,Low,2025-07-27,0,On Time,1,0,1,8,0,0,Good,No
191,6.8,7.88,7.45,Declining,18,17,144,136,94.44,7.38,42,93.16,Low,2025-07-30,3,Late,0,0,0,8,0,0,Good,No
192,7.06,5.95,6.39,Improving,18,15,144,122,84.72,6.37,36,69.74,Low,2025-08-01,5,Late,2,0,2,8,1,0,Average,No
193,4.6,5.7,5.26,Declining,22,14,176,114,64.77,4.78,42,80.57,Low,2025-07-27,0,On Time,0,0,0,8,2,2,Below Average,No
194,5.62,5.57,5.59,Stable,22,15,176,124,70.45,5.18,36,85.13,Low,2025-07-29,2,On Time,1,1,2,8,0,0,Average,No
195,5.48,5.28,5.36,Stable,18,12,144,102,70.83,5.67,44,79.39,Low,2025-07-27,0,On Time,0,0,0,8,1,1,Below Average,No
196,8.56,7.37,7.85,Improving,18,14,144,116,80.56,8.06,38,72.49,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No
197,6.59,7.91,7.38,Declining,18,16,144,132,91.67,7.02,40,80.6,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No
198,6.78,6.98,6.9,Stable,22,17,176,143,81.25,7.3,38,90.33,Low,2025-08-03,7,Late,1,0,1,8,1,1,Average,No
199,7.74,7.71,7.72,Stable,22,20,176,160,90.91,6.9,42,73.09,Low,2025-07-29,2,On Time,1,0,1,8,0,0,Good,No
200,5.61,5.55,5.57,Stable,24,14,192,115,59.9,4.93,36,80.23,Low,2025-08-03,7,Late,0,1,1,8,0,0,Average,No
201,5.1,4.85,4.95,Stable,18,14,144,112,77.78,4.41,42,68.57,Low,2025-07-27,0,On Time,0,0,0,8,4,2,Below Average,Yes
202,7.35,7.36,7.36,Stable,20,16,160,129,80.62,7.78,36,71.2,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No
203,7.45,7.62,7.55,Stable,22,18,176,149,84.66,6.86,38,78.86,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No
204,8.4,6.97,7.54,Improving,22,20,176,160,90.91,7.21,36,66.15,Low,2025-07-28,1,On Time,1,0,1,8,0,0,Good,No
205,6.49,7.23,6.93,Declining,18,16,144,135,93.75,6.78,38,94.1,Low,2025-07-27,0,On Time,1,0,1,8,0,0,Average,No
206,5.43,6.61,6.14,Declining,20,17,160,141,88.12,5.45,40,83.92,Low,2025-07-29,2,On Time,1,0,1,8,1,1,Average,No
207,7.99,7.05,7.43,Improving,24,20,192,162,84.38,7.52,38,74.07,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No
208,7.52,7.64,7.59,Stable,24,22,192,178,92.71,7.55,36,78.29,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No
209,6.62,5.63,6.03,Improving,18,15,144,125,86.81,5.07,36,76.99,Low,2025-07-28,1,On Time,1,0,1,8,1,0,Average,No
210,5.53,6.56,6.15,Declining,22,18,176,151,85.8,5.72,40,91.35,Low,2025-07-27,0,On Time,1,1,2,8,0,0,Average,No
211,6.91,,6.91,Stable,22,17,22,17,77.27,6.91,17,94.45,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Average,No
212,4.89,,4.89,Improving,20,12,20,12,60.0,4.89,12,61.13,High,2025-07-30,3,Late,0,0,0,1,4,1,Below Average,Yes
213,7.27,,7.27,Stable,18,16,18,16,88.89,7.27,16,60.11,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
214,4.36,,4.36,Stable,22,18,22,18,81.82,4.36,18,71.99,High,2025-07-30,3,Late,0,0,0,1,0,0,Below Average,Yes
215,5.05,,5.05,Improving,22,14,22,14,63.64,5.05,14,87.99,Medium,2025-07-27,0,On Time,0,0,0,1,2,2,Below Average,No
216,5.53,,5.53,Improving,20,14,20,14,70.0,5.53,14,92.32,Medium,2025-07-29,2,On Time,0,1,1,1,1,0,Average,No
217,6.8,,6.8,Stable,24,22,24,22,91.67,6.8,22,76.59,Medium,2025-08-03,7,Late,0,0,0,1,2,1,Average,No
218,9.73,,9.73,Improving,20,19,20,19,95.0,9.73,19,63.0,Low,2025-07-30,3,Late,0,0,0,1,0,0,Excellent,No
219,5.4,,5.4,Stable,24,14,24,14,58.33,5.4,14,65.18,Medium,2025-07-27,0,On Time,0,0,0,1,2,1,Below Average,No
220,6.7,,6.7,Improving,20,17,20,17,85.0,6.7,17,94.36,Medium,2025-08-01,5,Late,0,0,0,1,1,1,Average,No
221,5.86,,5.86,Declining,22,15,22,15,68.18,5.86,15,84.43,Medium,2025-07-27,0,On Time,0,1,1,1,0,0,Average,No
222,6.15,,6.15,Declining,24,19,24,19,79.17,6.15,19,91.99,Medium,2025-07-27,0,On Time,0,1,1,1,1,1,Average,No
223,6.35,,6.35,Declining,18,16,18,16,88.89,6.35,16,74.37,Medium,2025-07-28,1,On Time,0,1,1,1,0,0,Average,No
224,4.31,,4.31,Stable,24,14,24,14,58.33,4.31,14,70.09,High,2025-07-30,3,Late,0,0,0,1,3,0,Below Average,Yes
225,9.18,,9.18,Declining,20,19,20,19,95.0,9.18,19,82.2,Low,2025-07-28,1,On Time,0,0,0,1,0,0,Excellent,No
226,8.75,,8.75,Stable,22,21,22,21,95.45,8.75,21,67.88,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No
227,5.32,,5.32,Stable,18,13,18,13,72.22,5.32,13,60.5,Medium,2025-07-28,1,On Time,0,0,0,1,0,0,Below Average,No
228,6.04,,6.04,Improving,20,16,20,16,80.0,6.04,16,76.36,Medium,2025-07-30,3,Late,0,0,0,1,0,0,Average,No
229,6.61,,6.61,Declining,24,21,24,21,87.5,6.61,21,80.83,Medium,2025-07-27,0,On Time,0,0,0,1,2,1,Average,No
230,7.29,,7.29,Stable,22,18,22,18,81.82,7.29,18,68.33,Low,2025-07-27,0,On Time,0,0,0,1,1,1,Good,No
231,9.07,,9.07,Stable,24,23,24,23,95.83,9.07,23,62.0,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No
232,6.31,,6.31,Stable,20,18,20,18,90.0,6.31,18,92.26,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Average,No
233,4.51,,4.51,Improving,20,13,20,13,65.0,4.51,13,64.18,High,2025-07-30,3,Late,0,0,0,1,1,0,Below Average,Yes
234,5.95,,5.95,Declining,20,13,20,13,65.0,5.95,13,60.45,Medium,2025-07-29,2,On Time,0,0,0,1,0,0,Average,No
235,8.86,,8.86,Stable,22,21,22,21,95.45,8.86,21,62.71,Low,2025-07-28,1,On Time,0,0,0,1,0,0,Excellent,No
236,6.75,6.89,6.83,Stable,20,16,40,33,82.5,6.75,16,74.08,Medium,2025-07-28,1,On Time,0,0,0,2,0,0,Average,No
237,7.37,7.27,7.31,Stable,22,19,44,39,88.64,7.37,19,70.26,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
238,4.03,5.23,4.75,Declining,18,15,36,30,83.33,4.03,15,82.63,High,2025-07-27,0,On Time,1,0,1,2,1,0,Below Average,Yes
239,5.11,5.36,5.26,Stable,22,15,44,31,70.45,5.11,15,76.62,Medium,2025-07-28,1,On Time,1,0,1,2,0,0,Below Average,No
240,7.41,7.47,7.45,Stable,22,20,44,40,90.91,7.41,20,60.22,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
241,5.16,6.59,6.02,Declining,22,20,44,40,90.91,5.16,20,77.18,Medium,2025-07-29,2,On Time,2,0,2,2,2,1,Average,No
242,5.38,5.51,5.46,Stable,22,16,44,32,72.73,5.38,16,63.97,Medium,2025-07-30,3,Late,0,0,0,2,0,0,Below Average,No
243,7.51,6.45,6.87,Improving,20,16,40,32,80.0,7.51,16,91.67,Low,2025-08-06,10,Very Late,2,0,2,2,0,0,Average,No
244,5.55,6.99,6.41,Declining,18,15,36,30,83.33,5.55,15,69.08,Medium,2025-07-28,1,On Time,1,0,1,2,1,0,Average,No
245,5.64,5.82,5.75,Stable,24,20,48,40,83.33,5.64,20,80.37,Medium,2025-07-27,0,On Time,0,1,1,2,1,1,Average,No
246,5.21,5.11,5.15,Stable,24,19,48,38,79.17,5.21,19,71.36,Medium,2025-07-30,3,Late,2,0,2,2,1,1,Below Average,No
247,5.79,7.28,6.68,Declining,20,17,40,35,87.5,5.79,17,80.66,Medium,2025-07-27,0,On Time,1,0,1,2,1,1,Average,No
248,6.57,7.53,7.15,Declining,18,16,36,33,91.67,6.57,16,71.74,Medium,2025-08-03,7,Late,0,0,0,2,0,0,Good,No
249,5.08,5.18,5.14,Stable,18,15,36,30,83.33,5.08,15,67.65,Medium,2025-08-03,7,Late,0,0,0,2,0,0,Below Average,No
250,8.1,7.88,7.97,Stable,24,20,48,40,83.33,8.1,20,88.33,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
251,5.13,5.14,5.14,Stable,18,12,36,25,69.44,5.13,12,75.98,Medium,2025-07-27,0,On Time,0,0,0,2,1,1,Below Average,No
252,7.74,6.84,7.2,Improving,20,18,40,37,92.5,7.74,18,81.52,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
253,8.44,8.34,8.38,Stable,22,21,44,42,95.45,8.44,21,63.48,Low,2025-08-01,5,Late,0,0,0,2,0,0,Good,No
254,8.48,8.24,8.34,Stable,24,23,48,47,97.92,8.48,23,60.7,Low,2025-07-27,0,On Time,1,0,1,2,0,0,Good,No
255,7.78,7.5,7.61,Stable,20,17,40,35,87.5,7.78,17,76.67,Low,2025-07-28,1,On Time,0,0,0,2,0,0,Good,No
256,4.45,5.21,4.91,Declining,24,14,48,28,58.33,4.45,14,79.38,High,2025-07-29,2,On Time,0,0,0,2,1,0,Below Average,Yes
257,6.14,6.12,6.13,Stable,18,15,36,31,86.11,6.14,15,76.76,Medium,2025-07-27,0,On Time,1,0,1,2,0,0,Average,No
258,4.08,4.64,4.42,Declining,20,15,40,31,77.5,4.08,15,75.96,High,2025-07-29,2,On Time,3,0,3,2,1,0,Below Average,Yes
259,6.4,7.65,7.15,Declining,20,17,40,34,85.0,6.4,17,77.92,Medium,2025-08-01,5,Late,0,0,0,2,0,0,Good,No
260,4.91,5.6,5.32,Declining,22,15,44,31,70.45,4.91,15,74.66,High,2025-07-27,0,On Time,1,0,1,2,0,0,Below Average,No
261,5.59,5.33,5.43,Stable,22,16,66,48,72.73,5.22,40,93.61,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Below Average,No
262,6.03,4.55,5.14,Improving,22,13,66,39,59.09,5.56,38,84.32,Low,2025-07-28,1,On Time,1,0,1,3,2,1,Below Average,No
263,6.81,7.71,7.35,Declining,20,18,60,56,93.33,7.69,38,91.74,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
264,6.14,6.29,6.23,Stable,18,15,54,47,87.04,6.48,38,65.23,Low,2025-08-03,7,Late,1,0,1,3,0,0,Average,No
265,5.65,5.95,5.83,Stable,18,15,54,45,83.33,5.99,44,75.98,Low,2025-07-29,2,On Time,0,0,0,3,0,0,Average,No
266,4.29,5.06,4.75,Declining,24,15,72,45,62.5,4.36,36,66.08,Low,2025-08-03,7,Late,2,0,2,3,2,1,Below Average,Yes
267,6.87,7.54,7.27,Declining,22,19,66,59,89.39,7.27,40,66.66,Low,2025-07-27,0,On Time,0,1,1,3,0,0,Good,No
268,5.21,6.58,6.03,Declining,24,20,72,62,86.11,6.18,44,91.94,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Average,No
269,7.24,5.81,6.38,Improving,22,20,66,61,92.42,6.82,40,83.73,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Average,No
270,6.92,8.04,7.59,Declining,18,15,54,47,87.04,7.89,44,70.52,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Good,No
271,4.15,4.96,4.64,Declining,20,14,60,42,70.0,4.07,44,82.67,Low,2025-08-01,5,Late,0,1,1,3,2,1,Below Average,Yes
272,8.55,7.84,8.12,Improving,20,19,60,57,95.0,7.82,44,80.79,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
273,5.29,5.06,5.15,Stable,18,14,54,42,77.78,4.96,44,75.32,Low,2025-08-06,10,Very Late,1,0,1,3,2,1,Below Average,No
274,8.33,7.59,7.89,Improving,20,16,60,49,81.67,6.99,42,75.77,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
275,7.38,7.5,7.45,Stable,18,16,54,49,90.74,7.9,38,79.32,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
276,7.65,7.58,7.61,Stable,20,17,60,53,88.33,7.28,40,93.93,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Good,No
277,6.02,4.94,5.37,Improving,22,13,66,41,62.12,5.16,44,75.13,Low,2025-07-27,0,On Time,0,0,0,3,1,1,Below Average,No
278,6.49,7.94,7.36,Declining,20,18,60,56,93.33,6.45,38,88.13,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Good,No
279,5.41,5.58,5.51,Stable,24,17,72,53,73.61,5.98,36,78.02,Low,2025-08-16,20,Very Late,0,0,0,3,1,1,Average,No
280,7.37,7.3,7.33,Stable,20,16,60,50,83.33,6.88,42,67.88,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Good,No
281,6.04,6.94,6.58,Declining,18,16,54,49,90.74,7.06,40,75.73,Low,2025-07-27,0,On Time,0,0,0,3,2,2,Average,No
282,7.74,7.76,7.75,Stable,18,14,54,44,81.48,7.15,42,93.29,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Good,No
283,8.05,7.76,7.88,Stable,20,18,60,54,90.0,7.01,42,91.01,Low,2025-07-30,3,Late,0,0,0,3,0,0,Good,No
284,6.05,5.1,5.48,Improving,20,14,60,42,70.0,5.54,36,80.05,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Below Average,No
285,8.47,7.3,7.77,Improving,22,19,88,78,88.64,8.03,40,76.95,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
286,5.27,5.49,5.4,Stable,22,16,88,67,76.14,5.87,36,67.73,Low,2025-07-27,0,On Time,0,0,0,4,1,1,Below Average,No
287,8.33,8.28,8.3,Stable,18,17,72,70,97.22,7.39,42,85.7,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
288,6.72,6.8,6.77,Stable,18,14,72,58,80.56,6.6,42,74.63,Low,2025-07-27,0,On Time,1,0,1,4,0,0,Average,No
289,5.2,5.23,5.22,Stable,18,13,72,53,73.61,4.78,44,83.68,Low,2025-08-03,7,Late,0,0,0,4,1,1,Below Average,No
290,4.68,5.83,5.37,Declining,18,14,72,58,80.56,5.29,36,70.64,Low,2025-08-03,7,Late,0,0,0,4,2,2,Below Average,No
291,6.58,6.83,6.73,Stable,20,18,80,72,90.0,6.35,42,87.89,Low,2025-07-30,3,Late,0,0,0,4,0,0,Average,No
292,6.36,7.42,7.0,Declining,20,18,80,72,90.0,7.11,38,88.2,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
293,4.12,4.8,4.53,Declining,18,13,72,55,76.39,3.8,36,75.02,Low,2025-07-27,0,On Time,1,0,1,4,0,0,Below Average,Yes
294,8.92,8.06,8.4,Improving,22,21,88,84,95.45,8.21,40,78.14,Low,2025-08-11,15,Very Late,0,0,0,4,0,0,Good,No
295,6.57,6.59,6.58,Stable,22,17,88,71,80.68,5.83,44,75.21,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
296,7.43,7.4,7.41,Stable,22,19,88,76,86.36,7.73,42,85.41,Low,2025-08-03,7,Late,0,0,0,4,1,1,Good,No
297,6.07,6.03,6.05,Stable,20,16,80,64,80.0,5.77,44,80.7,Low,2025-07-28,1,On Time,1,0,1,4,2,0,Average,No
298,8.47,8.33,8.39,Stable,24,23,96,95,98.96,8.86,38,77.04,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
299,7.81,7.13,7.4,Improving,18,15,72,61,84.72,7.04,44,71.61,Low,2025-07-28,1,On Time,0,1,1,4,0,0,Good,No
300,5.71,5.74,5.73,Stable,18,13,72,55,76.39,5.82,42,73.56,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
301,5.15,5.19,5.17,Stable,18,12,72,51,70.83,5.18,40,67.58,Low,2025-07-30,3,Late,0,0,0,4,1,1,Below Average,No
302,6.67,6.71,6.69,Stable,22,17,88,71,80.68,7.09,36,74.27,Low,2025-07-29,2,On Time,1,0,1,4,1,1,Average,No
303,8.37,8.63,8.53,Stable,22,21,88,84,95.45,8.92,38,75.08,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Excellent,No
304,6.75,7.62,7.27,Declining,22,18,88,72,81.82,6.58,44,89.56,Low,2025-07-28,1,On Time,0,0,0,4,1,1,Good,No
305,7.72,7.51,7.59,Stable,24,22,96,89,92.71,7.41,40,72.31,Low,2025-08-03,7,Late,0,0,0,4,0,0,Good,No
306,5.62,5.43,5.51,Stable,18,11,72,46,63.89,5.33,38,93.15,Low,2025-07-30,3,Late,0,0,0,4,0,0,Average,No
307,8.32,7.02,7.54,Improving,24,19,96,79,82.29,7.48,42,80.48,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Good,No
308,5.84,7.28,6.7,Declining,20,18,80,74,92.5,6.84,38,75.12,Low,2025-08-01,5,Late,1,0,1,4,2,0,Average,No
309,6.75,7.71,7.33,Declining,20,17,100,87,87.0,7.45,44,82.39,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
310,6.09,6.93,6.59,Declining,18,15,90,75,83.33,5.7,40,67.8,Low,2025-07-30,3,Late,1,0,1,5,1,1,Average,No
311,7.01,7.27,7.17,Stable,18,16,90,80,88.89,6.54,44,65.51,Low,2025-07-28,1,On Time,0,0,0,5,0,0,Good,No
312,7.42,7.71,7.59,Stable,24,22,120,113,94.17,6.83,42,80.66,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
313,6.04,5.77,5.88,Stable,18,12,90,61,67.78,5.98,36,93.38,Low,2025-07-30,3,Late,0,0,0,5,0,0,Average,No
314,5.31,5.4,5.36,Stable,22,15,110,79,71.82,4.86,42,89.65,Low,2025-07-30,3,Late,0,0,0,5,0,0,Below Average,No
315,8.48,7.21,7.72,Improving,22,20,110,100,90.91,7.8,44,84.68,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
316,6.17,6.27,6.23,Stable,22,18,110,91,82.73,6.69,40,74.8,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Average,No
317,8.81,7.54,8.05,Improving,24,23,120,115,95.83,7.31,44,69.21,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
318,7.8,7.69,7.73,Stable,24,19,120,99,82.5,7.36,40,70.7,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
319,8.3,6.84,7.42,Improving,22,19,110,95,86.36,7.55,42,71.7,Low,2025-07-30,3,Late,1,0,1,5,0,0,Good,No
320,5.99,5.77,5.86,Stable,24,18,120,90,75.0,5.3,44,73.86,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Average,No
321,4.63,5.72,5.28,Declining,18,11,90,58,64.44,4.33,44,80.06,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Below Average,No
322,8.45,8.45,8.45,Stable,20,19,100,95,95.0,8.15,44,92.4,Low,2025-07-30,3,Late,0,1,1,5,0,0,Good,No
323,8.03,7.05,7.44,Improving,22,18,110,91,82.73,7.93,40,73.31,Low,2025-08-03,7,Late,0,0,0,5,0,0,Good,No
324,6.81,6.8,6.8,Stable,24,20,120,101,84.17,6.76,40,94.44,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Average,No
325,8.55,7.12,7.69,Improving,22,19,110,99,90.0,6.85,38,78.85,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
326,6.56,6.43,6.48,Stable,22,19,110,95,86.36,5.8,36,75.83,Low,2025-07-28,1,On Time,0,1,1,5,2,2,Average,No
327,5.17,6.47,5.95,Declining,20,14,100,74,74.0,5.84,42,71.95,Low,2025-07-28,1,On Time,0,0,0,5,1,0,Average,No
328,8.25,7.68,7.91,Improving,20,17,100,88,88.0,7.73,44,78.21,Low,2025-07-28,1,On Time,1,0,1,5,0,0,Good,No
329,6.05,7.23,6.76,Declining,24,21,120,107,89.17,6.21,40,76.39,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Average,No
330,7.12,7.33,7.25,Stable,20,16,100,80,80.0,7.74,38,66.57,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No
331,6.47,5.32,5.78,Improving,24,15,144,93,64.58,5.78,36,70.49,Low,2025-07-27,0,On Time,1,0,1,6,0,0,Average,No
332,7.65,7.35,7.47,Stable,20,17,120,104,86.67,6.88,40,80.5,Low,2025-08-03,7,Late,0,0,0,6,0,0,Good,No
333,8.03,8.13,8.09,Stable,22,21,132,126,95.45,7.34,44,86.0,Low,2025-07-27,0,On Time,0,0,0,6,1,1,Good,No
334,6.88,7.18,7.06,Stable,22,20,132,120,90.91,6.93,38,78.2,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
335,6.56,6.29,6.4,Stable,22,18,132,108,81.82,6.85,44,86.19,Low,2025-07-30,3,Late,0,0,0,6,1,1,Average,No
336,6.23,4.95,5.46,Improving,18,12,108,76,70.37,5.79,42,89.17,Low,2025-07-27,0,On Time,2,0,2,6,2,2,Below Average,No
337,7.29,7.42,7.37,Stable,18,16,108,100,92.59,6.85,38,83.93,Low,2025-07-27,0,On Time,0,0,0,6,1,0,Good,No
338,8.1,8.39,8.27,Stable,22,21,132,128,96.97,7.91,40,90.95,Low,2025-07-29,2,On Time,0,0,0,6,0,0,Good,No
339,7.18,6.39,6.71,Improving,22,20,132,122,92.42,5.77,40,65.14,Low,2025-07-27,0,On Time,2,0,2,6,0,0,Average,No
340,6.24,5.95,6.07,Stable,24,21,144,129,89.58,5.28,38,74.25,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Average,No
341,5.56,5.74,5.67,Stable,20,15,120,93,77.5,5.63,38,84.83,Low,2025-07-27,0,On Time,1,0,1,6,1,1,Average,No
342,5.36,6.65,6.13,Declining,18,16,108,101,93.52,6.11,42,70.52,Low,2025-07-30,3,Late,0,0,0,6,2,1,Average,No
343,6.73,5.42,5.94,Improving,22,18,132,110,83.33,5.91,42,92.16,Low,2025-08-06,10,Very Late,1,0,1,6,0,0,Average,No
344,5.82,5.6,5.69,Stable,22,16,132,99,75.0,5.64,42,94.42,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Average,No
345,6.48,5.63,5.97,Improving,24,15,144,92,63.89,6.44,44,79.31,Low,2025-07-27,0,On Time,1,0,1,6,1,1,Average,No
346,5.84,5.8,5.82,Stable,22,16,132,97,73.48,5.92,40,67.12,Low,2025-07-27,0,On Time,1,0,1,6,1,0,Average,No
347,4.53,5.93,5.37,Declining,24,14,144,88,61.11,4.86,44,86.52,Low,2025-07-27,0,On Time,1,0,1,6,0,0,Below Average,No
348,4.98,5.58,5.34,Declining,20,15,120,91,75.83,4.65,42,86.29,Low,2025-07-30,3,Late,0,0,0,6,0,0,Below Average,No
349,6.61,6.85,6.75,Stable,20,16,120,101,84.17,6.38,36,94.88,Low,2025-07-27,0,On Time,0,0,0,6,1,1,Average,No
350,4.65,5.5,5.16,Declining,24,17,144,103,71.53,5.23,40,89.33,Low,2025-08-01,5,Late,0,0,0,6,2,0,Below Average,No
351,8.26,7.5,7.8,Improving,22,17,132,107,81.06,7.45,36,81.79,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
352,6.99,6.81,6.88,Stable,18,15,108,91,84.26,7.24,44,77.78,Low,2025-08-11,15,Very Late,1,0,1,6,0,0,Average,No
353,8.45,8.36,8.4,Stable,24,23,144,139,96.53,8.47,38,82.15,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
354,7.25,5.92,6.45,Improving,18,16,126,116,92.06,6.1,36,85.22,Low,2025-07-27,0,On Time,2,0,2,7,2,1,Average,No
355,7.59,6.94,7.2,Improving,24,22,168,158,94.05,6.23,36,87.5,Low,2025-08-01,5,Late,0,0,0,7,0,0,Good,No
356,6.63,7.51,7.16,Declining,24,19,168,134,79.76,7.05,42,87.22,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Good,No
357,5.69,5.49,5.57,Stable,22,18,154,126,81.82,5.27,44,77.43,Low,2025-07-27,0,On Time,0,0,0,7,1,0,Average,No
358,6.68,6.84,6.78,Stable,18,16,126,114,90.48,7.28,42,68.92,Low,2025-07-27,0,On Time,0,0,0,7,1,1,Average,No
359,7.5,7.26,7.36,Stable,24,20,168,141,83.93,6.66,36,89.46,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
360,6.43,6.5,6.47,Stable,24,20,168,141,83.93,5.77,44,82.21,Low,2025-07-30,3,Late,0,0,0,7,0,0,Average,No
361,7.45,7.21,7.31,Stable,24,22,168,157,93.45,7.3,38,73.07,Low,2025-07-30,3,Late,1,0,1,7,0,0,Good,No
362,7.67,7.6,7.63,Stable,20,18,140,126,90.0,8.06,38,78.42,Low,2025-07-28,1,On Time,0,0,0,7,1,0,Good,No
363,8.21,8.08,8.13,Stable,22,21,154,149,96.75,8.46,36,93.11,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
364,5.58,5.59,5.59,Stable,24,20,168,141,83.93,5.35,44,66.74,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
365,5.4,6.3,5.94,Declining,20,15,140,111,79.29,5.7,44,80.13,Low,2025-07-27,0,On Time,0,0,0,7,1,0,Average,No
366,7.97,7.78,7.86,Stable,20,17,140,122,87.14,7.04,42,72.99,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
367,8.69,7.41,7.92,Improving,18,15,126,109,86.51,7.3,38,71.08,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
368,5.17,4.92,5.02,Stable,24,16,168,117,69.64,5.06,40,88.62,Low,2025-07-27,0,On Time,0,0,0,7,1,1,Below Average,No
369,6.29,6.25,6.27,Stable,20,18,140,128,91.43,6.21,44,83.14,Low,2025-08-01,5,Late,1,0,1,7,0,0,Average,No
370,4.98,6.3,5.77,Declining,22,14,154,101,65.58,5.99,44,87.23,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Average,No
371,5.99,6.58,6.34,Declining,22,19,154,137,88.96,6.8,40,83.53,Low,2025-07-29,2,On Time,1,0,1,7,0,0,Average,No
372,6.72,6.76,6.74,Stable,22,17,154,125,81.17,6.09,40,70.81,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Average,No
373,5.46,6.82,6.28,Declining,22,17,154,125,81.17,6.04,44,90.97,Low,2025-07-27,0,On Time,0,0,0,7,2,1,Average,No
374,8.11,7.39,7.68,Improving,22,20,176,162,92.05,6.72,42,72.53,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No
