student_id,report_date,behavior_type,behavior,description,reported_by,severity
134,2025-11-21,Positive,Respectful Behavior,Shows respect to faculty and peers,Prof. Naveen Verma,Positive
709,2025-10-22,Positive,Respectful Behavior,Shows respect to faculty and peers,Dr. Suresh Ahmed,Positive
824,2025-10-01,Positive,Excellent Participation,Always participates actively in class,Ms. Manoj Bhatia,Positive
824,2025-10-01,Positive,Excellent Participation,Always participates actively in class,Ms. Manoj Bhatia,Positive
824,2025-10-17,Negative,Distracted in Class,Not paying attention,Ms. Manoj Bhatia,High
442,2025-09-02,Positive,Helpful to Peers,Assists other students,Mr. Preeti Shah,Positive
442,2025-11-20,Positive,Excellent Participation,Always participates actively in class,Mr. Preeti Shah,Positive
274,2025-10-05,Negative,Irregular Attendance,Missing classes without notice,Ms. Meera Patel,High
274,2025-11-19,Negative,Late to Class,Frequently arrives late,Ms. Meera Patel,Low
735,2025-11-20,Negative,Irregular Attendance,Missing classes without notice,Dr. Suresh Ahmed,Low
735,2025-11-04,Positive,Punctual,Always on time for classes,Dr. Suresh Ahmed,Positive
415,2025-11-14,Negative,Irregular Attendance,Missing classes without notice,Prof. Alok Nair,Low
718,2025-10-09,Positive,Helpful to Peers,Assists other students,Dr. Suresh Ahmed,Positive
371,2025-09-14,Positive,Helpful to Peers,Assists other students,Dr. Preeti Joshi,Positive
725,2025-10-04,Negative,Late to Class,Frequently arrives late,Dr. Suresh Ahmed,Medium
725,2025-10-04,Positive,Helpful to Peers,Assists other students,Dr. Suresh Ahmed,Positive
214,2025-11-29,Positive,Helpful to Peers,Assists other students,Ms. Amit Kapoor,Positive
214,2025-10-24,Negative,Late to Class,Frequently arrives late,Ms. Amit Kapoor,Medium
840,2025-09-20,Positive,Punctual,Always on time for classes,Ms. Alok Arora,Positive
766,2025-10-14,Positive,Punctual,Always on time for classes,Ms. Anita Shah,Positive
467,2025-09-10,Positive,Punctual,Always on time for classes,Mr. Preeti Shah,Positive
467,2025-10-28,Positive,Respectful Behavior,Shows respect to faculty and peers,Mr. Preeti Shah,Positive
781,2025-10-21,Positive,Excellent Participation,Always participates actively in class,Ms. Anita Shah,Positive
781,2025-11-18,Positive,Helpful to Peers,Assists other students,Ms. Anita Shah,Positive
781,2025-11-09,Positive,Helpful to Peers,Assists other students,Ms. Anita Shah,Positive
139,2025-11-24,Positive,Excellent Participation,Always participates actively in class,Prof. Naveen Verma,Positive
139,2025-11-20,Positive,Respectful Behavior,Shows respect to faculty and peers,Prof. Naveen Verma,Positive
139,2025-09-26,Positive,Excellent Participation,Always participates actively in class,Prof. Naveen Verma,Positive
567,2025-10-23,Positive,Punctual,Always on time for classes,Dr. Sunita Saxena,Positive
399,2025-11-22,Positive,Helpful to Peers,Assists other students,Prof. Alok Nair,Positive
399,2025-09-03,Positive,Good Team Player,Works well in groups,Prof. Alok Nair,Positive
209,2025-09-23,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,Low
209,2025-10-30,Positive,Excellent Participation,Always participates actively in class,Ms. Rajesh Ali,Positive
209,2025-10-03,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,Medium
689,2025-10-03,Positive,Good Team Player,Works well in groups,Prof. Priya Arora,Positive
689,2025-10-09,Negative,Irregular Attendance,Missing classes without notice,Prof. Priya Arora,Medium
689,2025-09-03,Negative,Distracted in Class,Not paying attention,Prof. Priya Arora,High
362,2025-10-10,Negative,Distracted in Class,Not paying attention,Dr. Preeti Joshi,High
362,2025-09-30,Positive,Respectful Behavior,Shows respect to faculty and peers,Dr. Preeti Joshi,Positive
169,2025-11-16,Positive,Helpful to Peers,Assists other students,Ms. Rajesh Ali,Positive
169,2025-11-01,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,High
169,2025-09-13,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,High
701,2025-09-16,Positive,Helpful to Peers,Assists other students,Prof. Priya Arora,Positive
389,2025-09-06,Negative,Distracted in Class,Not paying attention,Dr. Preeti Joshi,Low
389,2025-09-03,Positive,Helpful to Peers,Assists other students,Dr. Preeti Joshi,Positive
389,2025-11-24,Positive,Excellent Participation,Always participates actively in class,Dr. Preeti Joshi,Positive
768,2025-10-15,Positive,Helpful to Peers,Assists other students,Ms. Anita Shah,Positive
768,2025-10-28,Negative,Irregular Attendance,Missing classes without notice,Ms. Anita Shah,Medium
307,2025-11-07,Negative,Distracted in Class,Not paying attention,Ms. Meera Patel,Medium
307,2025-09-27,Positive,Good Team Player,Works well in groups,Ms. Meera Patel,Positive
307,2025-10-31,Positive,Good Team Player,Works well in groups,Ms. Meera Patel,Positive
444,2025-10-07,Negative,Distracted in Class,Not paying attention,Mr. Preeti Shah,High
444,2025-09-26,Negative,Irregular Attendance,Missing classes without notice,Mr. Preeti Shah,Low
564,2025-09-10,Positive,Excellent Participation,Always participates actively in class,Dr. Sunita Saxena,Positive
564,2025-10-12,Negative,Distracted in Class,Not paying attention,Dr. Sunita Saxena,Medium
564,2025-11-08,Positive,Good Team Player,Works well in groups,Dr. Sunita Saxena,Positive
62,2025-10-16,Positive,Excellent Participation,Always participates actively in class,Prof. Nisha Gupta,Positive
741,2025-11-16,Negative,Late to Class,Frequently arrives late,Dr. Suresh Ahmed,High
741,2025-11-02,Positive,Respectful Behavior,Shows respect to faculty and peers,Dr. Suresh Ahmed,Positive
237,2025-10-22,Positive,Good Team Player,Works well in groups,Ms. Amit Kapoor,Positive
254,2025-09-14,Negative,Distracted in Class,Not paying attention,Ms. Amit Kapoor,Low
303,2025-11-18,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Meera Patel,Positive
262,2025-11-17,Negative,Late to Class,Frequently arrives late,Ms. Meera Patel,Medium
224,2025-09-06,Negative,Late to Class,Frequently arrives late,Ms. Amit Kapoor,Medium
848,2025-09-06,Positive,Good Team Player,Works well in groups,Ms. Alok Arora,Positive
848,2025-11-28,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Alok Arora,Positive
246,2025-09-18,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Amit Kapoor,Positive
246,2025-09-20,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Amit Kapoor,Positive
337,2025-10-05,Negative,Irregular Attendance,Missing classes without notice,Dr. Amit Sinha,Low
337,2025-09-22,Positive,Punctual,Always on time for classes,Dr. Amit Sinha,Positive
335,2025-10-21,Positive,Respectful Behavior,Shows respect to faculty and peers,Dr. Amit Sinha,Positive
335,2025-10-07,Positive,Good Team Player,Works well in groups,Dr. Amit Sinha,Positive
420,2025-11-10,Positive,Helpful to Peers,Assists other students,Prof. Alok Nair,Positive
420,2025-10-04,Negative,Distracted in Class,Not paying attention,Prof. Alok Nair,Medium
420,2025-10-06,Positive,Punctual,Always on time for classes,Prof. Alok Nair,Positive
168,2025-11-25,Negative,Distracted in Class,Not paying attention,Ms. Rajesh Ali,High
168,2025-11-16,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,Low
168,2025-10-10,Negative,Distracted in Class,Not paying attention,Ms. Rajesh Ali,Low
137,2025-09-29,Negative,Irregular Attendance,Missing classes without notice,Prof. Naveen Verma,Low
137,2025-10-06,Positive,Helpful to Peers,Assists other students,Prof. Naveen Verma,Positive
757,2025-10-23,Negative,Irregular Attendance,Missing classes without notice,Ms. Anita Shah,Low
245,2025-10-19,Positive,Excellent Participation,Always participates actively in class,Ms. Amit Kapoor,Positive
72,2025-11-02,Positive,Good Team Player,Works well in groups,Prof. Nisha Gupta,Positive
770,2025-11-02,Negative,Distracted in Class,Not paying attention,Ms. Anita Shah,Low
770,2025-10-26,Positive,Excellent Participation,Always participates actively in class,Ms. Anita Shah,Positive
200,2025-09-16,Positive,Good Team Player,Works well in groups,Ms. Rajesh Ali,Positive
200,2025-11-11,Positive,Excellent Participation,Always participates actively in class,Ms. Rajesh Ali,Positive
200,2025-10-03,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,High
575,2025-11-01,Positive,Good Team Player,Works well in groups,Dr. Sunita Saxena,Positive
575,2025-11-27,Negative,Distracted in Class,Not paying attention,Dr. Sunita Saxena,High
776,2025-11-16,Positive,Punctual,Always on time for classes,Ms. Anita Shah,Positive
823,2025-10-07,Negative,Late to Class,Frequently arrives late,Ms. Manoj Bhatia,Medium
823,2025-09-22,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Manoj Bhatia,Positive
823,2025-09-29,Positive,Good Team Player,Works well in groups,Ms. Manoj Bhatia,Positive
452,2025-11-18,Positive,Helpful to Peers,Assists other students,Mr. Preeti Shah,Positive
219,2025-11-29,Positive,Punctual,Always on time for classes,Ms. Amit Kapoor,Positive
219,2025-09-06,Negative,Late to Class,Frequently arrives late,Ms. Amit Kapoor,Medium
670,2025-09-20,Negative,Late to Class,Frequently arrives late,Mr. Ashok Shah,Low
778,2025-10-19,Negative,Irregular Attendance,Missing classes without notice,Ms. Anita Shah,High
778,2025-09-17,Negative,Late to Class,Frequently arrives late,Ms. Anita Shah,Low
778,2025-09-06,Negative,Distracted in Class,Not paying attention,Ms. Anita Shah,Medium
609,2025-09-27,Negative,Distracted in Class,Not paying attention,Prof. Ramesh Choudhury,High
609,2025-11-04,Negative,Late to Class,Frequently arrives late,Prof. Ramesh Choudhury,Low
724,2025-09-24,Positive,Punctual,Always on time for classes,Dr. Suresh Ahmed,Positive
648,2025-09-25,Positive,Helpful to Peers,Assists other students,Mr. Ashok Shah,Positive
648,2025-10-26,Positive,Excellent Participation,Always participates actively in class,Mr. Ashok Shah,Positive
648,2025-09-03,Negative,Late to Class,Frequently arrives late,Mr. Ashok Shah,High
346,2025-10-27,Positive,Excellent Participation,Always participates actively in class,Dr. Amit Sinha,Positive
346,2025-10-30,Positive,Good Team Player,Works well in groups,Dr. Amit Sinha,Positive
346,2025-09-24,Negative,Irregular Attendance,Missing classes without notice,Dr. Amit Sinha,Low
749,2025-11-13,Negative,Irregular Attendance,Missing classes without notice,Ms. Anita Shah,Medium
586,2025-11-25,Negative,Distracted in Class,Not paying attention,Dr. Sunita Saxena,Low
687,2025-11-13,Positive,Helpful to Peers,Assists other students,Prof. Priya Arora,Positive
178,2025-09-08,Positive,Excellent Participation,Always participates actively in class,Ms. Rajesh Ali,Positive
178,2025-11-14,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,Low
201,2025-09-19,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,High
248,2025-09-20,Negative,Distracted in Class,Not paying attention,Ms. Amit Kapoor,Medium
71,2025-11-29,Negative,Irregular Attendance,Missing classes without notice,Prof. Nisha Gupta,Medium
71,2025-09-14,Negative,Distracted in Class,Not paying attention,Prof. Nisha Gupta,Medium
71,2025-09-28,Positive,Respectful Behavior,Shows respect to faculty and peers,Prof. Nisha Gupta,Positive
135,2025-10-12,Positive,Punctual,Always on time for classes,Prof. Naveen Verma,Positive
135,2025-09-12,Negative,Irregular Attendance,Missing classes without notice,Prof. Naveen Verma,High
135,2025-11-12,Positive,Respectful Behavior,Shows respect to faculty and peers,Prof. Naveen Verma,Positive
619,2025-11-15,Negative,Irregular Attendance,Missing classes without notice,Prof. Ramesh Choudhury,High
619,2025-11-02,Positive,Respectful Behavior,Shows respect to faculty and peers,Prof. Ramesh Choudhury,Positive
619,2025-09-21,Negative,Late to Class,Frequently arrives late,Prof. Ramesh Choudhury,High
115,2025-09-30,Positive,Helpful to Peers,Assists other students,Prof. Nisha Gupta,Positive
115,2025-09-24,Positive,Helpful to Peers,Assists other students,Prof. Nisha Gupta,Positive
318,2025-10-16,Positive,Helpful to Peers,Assists other students,Dr. Amit Sinha,Positive
464,2025-10-16,Positive,Good Team Player,Works well in groups,Mr. Preeti Shah,Positive
126,2025-11-21,Positive,Punctual,Always on time for classes,Prof. Naveen Verma,Positive
126,2025-09-24,Positive,Helpful to Peers,Assists other students,Prof. Naveen Verma,Positive
126,2025-11-30,Negative,Irregular Attendance,Missing classes without notice,Prof. Naveen Verma,Medium
484,2025-11-27,Positive,Respectful Behavior,Shows respect to faculty and peers,Mr. Sonal Nair,Positive
484,2025-10-02,Positive,Helpful to Peers,Assists other students,Mr. Sonal Nair,Positive
166,2025-09-09,Positive,Excellent Participation,Always participates actively in class,Ms. Rajesh Ali,Positive
166,2025-10-20,Negative,Irregular Attendance,Missing classes without notice,Ms. Rajesh Ali,Low
638,2025-10-10,Positive,Respectful Behavior,Shows respect to faculty and peers,Mr. Ashok Shah,Positive
155,2025-09-25,Positive,Punctual,Always on time for classes,Prof. Naveen Verma,Positive
632,2025-10-30,Positive,Helpful to Peers,Assists other students,Prof. Ramesh Choudhury,Positive
565,2025-10-20,Positive,Good Team Player,Works well in groups,Dr. Sunita Saxena,Positive
565,2025-11-11,Positive,Punctual,Always on time for classes,Dr. Sunita Saxena,Positive
565,2025-10-07,Positive,Respectful Behavior,Shows respect to faculty and peers,Dr. Sunita Saxena,Positive
686,2025-09-21,Positive,Helpful to Peers,Assists other students,Prof. Priya Arora,Positive
686,2025-09-11,Negative,Late to Class,Frequently arrives late,Prof. Priya Arora,Medium
125,2025-11-02,Positive,Good Team Player,Works well in groups,Prof. Naveen Verma,Positive
355,2025-11-12,Positive,Respectful Behavior,Shows respect to faculty and peers,Dr. Preeti Joshi,Positive
355,2025-10-31,Negative,Late to Class,Frequently arrives late,Dr. Preeti Joshi,High
714,2025-11-17,Positive,Good Team Player,Works well in groups,Dr. Suresh Ahmed,Positive
714,2025-11-02,Negative,Distracted in Class,Not paying attention,Dr. Suresh Ahmed,Medium
714,2025-11-20,Positive,Excellent Participation,Always participates actively in class,Dr. Suresh Ahmed,Positive
378,2025-10-01,Negative,Irregular Attendance,Missing classes without notice,Dr. Preeti Joshi,Low
834,2025-11-17,Positive,Excellent Participation,Always participates actively in class,Ms. Alok Arora,Positive
834,2025-10-20,Positive,Helpful to Peers,Assists other students,Ms. Alok Arora,Positive
834,2025-09-15,Negative,Distracted in Class,Not paying attention,Ms. Alok Arora,Low
363,2025-10-26,Negative,Late to Class,Frequently arrives late,Dr. Preeti Joshi,Medium
363,2025-11-13,Positive,Helpful to Peers,Assists other students,Dr. Preeti Joshi,Positive
363,2025-09-12,Positive,Punctual,Always on time for classes,Dr. Preeti Joshi,Positive
808,2025-11-16,Negative,Irregular Attendance,Missing classes without notice,Ms. Manoj Bhatia,High
808,2025-09-16,Negative,Late to Class,Frequently arrives late,Ms. Manoj Bhatia,High
615,2025-09-26,Negative,Distracted in Class,Not paying attention,Prof. Ramesh Choudhury,High
615,2025-10-05,Negative,Irregular Attendance,Missing classes without notice,Prof. Ramesh Choudhury,Medium
615,2025-11-02,Positive,Good Team Player,Works well in groups,Prof. Ramesh Choudhury,Positive
854,2025-11-14,Positive,Punctual,Always on time for classes,Ms. Alok Arora,Positive
854,2025-10-10,Negative,Late to Class,Frequently arrives late,Ms. Alok Arora,High
320,2025-11-01,Positive,Excellent Participation,Always participates actively in class,Dr. Amit Sinha,Positive
571,2025-09-02,Positive,Respectful Behavior,Shows respect to faculty and peers,Dr. Sunita Saxena,Positive
571,2025-11-09,Positive,Punctual,Always on time for classes,Dr. Sunita Saxena,Positive
571,2025-09-26,Negative,Late to Class,Frequently arrives late,Dr. Sunita Saxena,High
38,2025-10-25,Negative,Irregular Attendance,Missing classes without notice,Mr. Vinod Khanna,Medium
45,2025-10-10,Negative,Late to Class,Frequently arrives late,Mr. Vinod Khanna,Low
45,2025-09-07,Negative,Distracted in Class,Not paying attention,Mr. Vinod Khanna,Medium
45,2025-09-11,Negative,Distracted in Class,Not paying attention,Mr. Vinod Khanna,Low
367,2025-09-10,Positive,Punctual,Always on time for classes,Dr. Preeti Joshi,Positive
184,2025-11-03,Negative,Late to Class,Frequently arrives late,Ms. Rajesh Ali,Medium
184,2025-11-27,Positive,Punctual,Always on time for classes,Ms. Rajesh Ali,Positive
561,2025-11-04,Negative,Late to Class,Frequently arrives late,Dr. Sunita Saxena,Medium
561,2025-10-06,Positive,Good Team Player,Works well in groups,Dr. Sunita Saxena,Positive
93,2025-10-15,Positive,Excellent Participation,Always participates actively in class,Prof. Nisha Gupta,Positive
93,2025-10-07,Negative,Distracted in Class,Not paying attention,Prof. Nisha Gupta,Low
93,2025-11-22,Negative,Distracted in Class,Not paying attention,Prof. Nisha Gupta,High
284,2025-10-19,Negative,Distracted in Class,Not paying attention,Ms. Meera Patel,Medium
284,2025-11-01,Positive,Helpful to Peers,Assists other students,Ms. Meera Patel,Positive
509,2025-09-05,Positive,Respectful Behavior,Shows respect to faculty and peers,Mr. Sonal Nair,Positive
29,2025-11-19,Negative,Late to Class,Frequently arrives late,Mr. Vinod Khanna,High
29,2025-11-30,Positive,Good Team Player,Works well in groups,Mr. Vinod Khanna,Positive
468,2025-10-10,Positive,Punctual,Always on time for classes,Mr. Preeti Shah,Positive
468,2025-11-21,Positive,Punctual,Always on time for classes,Mr. Preeti Shah,Positive
225,2025-10-08,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Amit Kapoor,Positive
225,2025-09-03,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Amit Kapoor,Positive
225,2025-10-06,Positive,Good Team Player,Works well in groups,Ms. Amit Kapoor,Positive
279,2025-09-26,Positive,Respectful Behavior,Shows respect to faculty and peers,Ms. Meera Patel,Positive
533,2025-11-16,Positive,Helpful to Peers,Assists other students,Mr. Rajesh Mukherjee,Positive
533,2025-11-30,Positive,Good Team Player,Works well in groups,Mr. Rajesh Mukherjee,Positive
533,2025-09-04,Positive,Respectful Behavior,Shows respect to faculty and peers,Mr. Rajesh Mukherjee,Positive
109,2025-10-02,Negative,Distracted in Class,Not paying attention,Prof. Nisha Gupta,High
109,2025-11-09,Positive,Punctual,Always on time for classes,Prof. Nisha Gupta,Positive
109,2025-10-24,Positive,Good Team Player,Works well in groups,Prof. Nisha Gupta,Positive
557,2025-10-12,Negative,Irregular Attendance,Missing classes without notice,Mr. Rajesh Mukherjee,Low
557,2025-09-17,Positive,Helpful to Peers,Assists other students,Mr. Rajesh Mukherjee,Positive
754,2025-09-04,Positive,Helpful to Peers,Assists other students,Ms. Anita Shah,Positive
595,2025-09-02,Positive,Excellent Participation,Always participates actively in class,Dr. Sunita Saxena,Positive
769,2025-09-06,Positive,Helpful to Peers,Assists other students,Ms. Anita Shah,Positive
769,2025-09-04,Negative,Late to Class,Frequently arrives late,Ms. Anita Shah,High
30,2025-09-25,Negative,Irregular Attendance,Missing classes without notice,Mr. Vinod Khanna,High
30,2025-09-30,Positive,Respectful Behavior,Shows respect to faculty and peers,Mr. Vinod Khanna,Positive
244,2025-11-04,Positive,Punctual,Always on time for classes,Ms. Amit Kapoor,Positive
244,2025-10-22,Negative,Distracted in Class,Not paying attention,Ms. Amit Kapoor,Low
244,2025-11-18,Positive,Punctual,Always on time for classes,Ms. Amit Kapoor,Positive
562,2025-10-18,Positive,Punctual,Always on time for classes,Dr. Sunita Saxena,Positive
562,2025-09-16,Positive,Excellent Participation,Always participates actively in class,Dr. Sunita Saxena,Positive
562,2025-09-17,Positive,Good Team Player,Works well in groups,Dr. Sunita Saxena,Positive
15,2025-09-23,Positive,Good Team Player,Works well in groups,Mr. Vinod Khanna,Positive
5,2025-09-18,Negative,Distracted in Class,Not paying attention,Mr. Vinod Khanna,Low
5,2025-10-12,Positive,Helpful to Peers,Assists other students,Mr. Vinod Khanna,Positive
644,2025-09-28,Negative,Distracted in Class,Not paying attention,Mr. Ashok Shah,Low
644,2025-11-13,Negative,Irregular Attendance,Missing classes without notice,Mr. Ashok Shah,Medium
644,2025-11-11,Negative,Distracted in Class,Not paying attention,Mr. Ashok Shah,Low
626,2025-10-29,Positive,Good Team Player,Works well in groups,Prof. Ramesh Choudhury,Positive
626,2025-11-09,Positive,Helpful to Peers,Assists other students,Prof. Ramesh Choudhury,Positive
626,2025-09-23,Positive,Excellent Participation,Always participates actively in class,Prof. Ramesh Choudhury,Positive
